"title","budget_usd","rating"
"Heavier Trip",4000000,"6"
"Feng Shui",4000000,"6.1"
"If I Die Tonight",4000000,"6.9"
"Miss Potter",4000000,"7"
"Climates",4000000,"7.1"
"The Rescue",4000000,"6"
"Before I Forget",4000000,"5.9"
"The Return of Tanya Tucker: Featuring Brandi Carlile",4000000,"7.3"
"Computer Chess",4000000,"6.2"
"Naked in Ashes",4000000,"7.7"
"To the End",4000000,"3.4"
"Happily Ever After",4000000,"5.9"
"Brother Nature",4000000,"4.9"
"Lost Angel: The Genius of Judee Sill",4000000,"7.6"
"The Boys of Baraka",4000000,"7.3"
"Emerald Cowboy",4000000,"7.3"
"Chasing Einstein",4000000,"7.1"
"Fourth of July",4000000,"6.7"
"Come What May",4000000,"6.7"
"Mrs Palfrey at the Claremont",4000000,"7.6"
"Amy's Orgasm",4000000,"5.3"
"Great Absence",4000000,"6.4"
"Fighting Words",4000000,"4.6"
"Love, Charlie: The Rise and Fall of Chef Charlie Trotter",4000000,"7.2"
"All the Rage",4000000,"8.3"
"This Changes Everything",4000000,"6.4"
"A mi madre le gustan las mujeres",4000000,"6.2"
"Silent Night",4000000,"5.2"
"The Last Dalai Lama?",4000000,"7.5"
"Donnybrook",4000000,"5.4"
"Mental",4000000,"6.1"
"Once in a Lifetime: The Extraordinary Story of the New York Cosmos",4000000,"7.2"
"Waste Land",4000000,"7.8"
"The River Within",4000000,"5.3"
"An Unreasonable Man",4000000,"7.9"
"Nuclear Now",4000000,"7.3"
"Some Kind of Heaven",4000000,"7.2"
"3",4000000,"6.7"
"Eisenstein in Guanajuato",4000000,"6.3"
"Sympathy for Mr. Vengeance",4000000,"7.5"
"The Apparition",4000000,"6.3"
"Il ne faut jurer... de rien!",4000000,"5.5"
"Kill List",4000000,"6.4"
"True History of the Kelly Gang",4000000,"6"
"Mondovino",4000000,"7"
"Live Fast, Die Young",4000000,"8.2"
"Valley of Love",4000000,"6.1"
"Lady Vengeance",4000,"7.5"
"The Secret of the Grain",39200000,"7.4"
"Keys to the Heart",39000000,"7.5"
"Sukiyaki Western Django",39000000,"6.1"
"Every Day",39000000,"5.7"
"Spin",39000000,"6.3"
"Honeydripper",39000000,"6.7"
"Sweetgrass",39000000,"6.8"
"Krisha",39000000,"7.1"
"Crime + Punishment in Suburbia",39000000,"5.8"
"Premature",39000000,"6.4"
"Soundtrack to a Coup d'Etat",387200000,"7.7"
"V/H/S/2",38600000,"6"
"Walk With Me",38000000,"6.3"
"River of Fundament",38000000,"6.2"
"Tab Hunter Confidential",38000000,"7.5"
"Chasing the Blues",38000000,"5.9"
"The Map Against the World",38000000,"5.9"
"Simon och ekarna",38000000,"6.5"
"Violet & Daisy",38000000,"6"
"Bad Axe",38000000,"7.5"
"Patti Smith: Dream of Life",38000000,"7"
"Love and a Bullet",38000000,"5"
"The Heart Is Deceitful Above All Things",38000000,"6.2"
"Hugh Hefner: Playboy, Activist and Rebel",38000000,"7"
"Leviathan",38000000,"6.5"
"The Do-Deca-Pentathlon",38000000,"5.9"
"I Am Big Bird: The Caroll Spinney Story",38000000,"7.5"
"Union",38000000,"7.2"
"Chelsea Walls",38000000,"4.8"
"Beanpole",38000000,"7.2"
"A Little Bit of Heaven",38000000,"6.2"
"The Measure of a Man",38000000,"6.8"
"Spirits' Homecoming",38000000,"6.7"
"Un monde presque paisible",38000000,"6.5"
"A Single Shot",38000000,"5.7"
"Robot Stories",38000000,"6"
"Faust",38000000,"6.5"
"Babí léto",38000000,"7.4"
"Proteus",38000000,"6.4"
"The Son",38000000,"7.5"
"National Gallery",38000000,"7.3"
"Journal d'une femme de chambre",38000000,"5.5"
"An Oversimplification of Her Beauty",38000000,"6.3"
"Comedy of Power",38000000,"6.3"
"End of the Century",38000000,"6.8"
"The Warlords",38000000,"7"
"The Edukators",38000000,"7.4"
"The Boy and the World",375000,"7.5"
"Ghetto Physics",375000,"6"
"Uzumasa Limelight",375000,"7"
"Mister America",37665000,"6.4"
"I Am",37500000,"7.5"
"Moka",37500000,"6.3"
"Control",37000000,"7.6"
"Bonhoeffer",37000000,"7.2"
"The Reports on Sarah and Saleem",37000000,"7.2"
"The ABCs of Death",37000000,"4.7"
"Combat Obscura",37000000,"6.6"
"My First Wedding",37000000,"4.7"
"The Day",37000000,"5.2"
"The Highest Pass",37000000,"6.9"
"The Specials",37000000,"5.7"
"Constantine's Sword",37000000,"7.2"
"The Crime Is Mine",37000000,"6.5"
"Death House",37000000,"3"
"Turn Me On, Dammit!",37000000,"6.3"
"The Missing Picture",37000000,"7.3"
"The Amateurs",36500000,"6.2"
"May in the Summer",36000000,"5.7"
"Greendale",36000000,"6.2"
"The Unknown Country",36000000,"6.3"
"Harper",36000000,"6.4"
"American Swing",36000000,"6.2"
"Red Trees",36000000,"6.5"
"Bamako (The Court)",36000000,"6.7"
"Ex-Husbands",36000000,"5.9"
"After Innocence",36000000,"7.6"
"Citizen Koch",36000000,"6.7"
"Fido",36000000,"6.7"
"Trash",36000000,"7.1"
"Coded Bias",36000000,"6.7"
"OSS 117: Lost in Rio",356000000,"6.8"
"Elsa y Fred",355100000,"7.5"
"A Space Program",350000000,"6.5"
"The Spy Behind Home Plate",350000,"6.9"
"Please Baby Please",350000,"5.7"
"180° South",350000,"7.5"
"The Well-Digger's Daughter",350000,"7"
"Gigantic",350000,"6"
"Danny Deckchair",350000,"6.7"
"Surfwise",350000,"7.1"
"Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche",350000,"7.1"
"My Brother the Devil",350000,"6.5"
"Graduation",350000,"7.3"
"A Borrowed Identity",35200000,"7.2"
"The Embalmer",35000000,"7"
"Viva Riva!",35000000,"6.1"
"A Thousand Years of Good Prayers",35000000,"6.7"
"William Kunstler: Disturbing the Universe",35000000,"7.7"
"Never Goin' Back",35000000,"6.1"
"Miss Sharon Jones!",35000000,"7.3"
"Downloading Nancy",35000000,"5.7"
"Not Cool",35000000,"3.5"
"Ma mère",35000000,"5"
"The Connection",35000000,"7.1"
"Swimming with Men",35000000,"6.4"
"Chris & Don: A Love Story",35000000,"7.8"
"Humanist Vampire Seeking Consenting Suicidal Person",35000000,"7"
"Red Lights",35000000,"6.2"
"Elena",35000000,"7.5"
"Look",35000000,"6.6"
"Nathalie...",35000000,"6.3"
"Shanghai Ghetto",35000000,"7.1"
"Starred Up",35000000,"7.3"
"Totem",35000000,"7"
"The Magic of Belle Isle",35000000,"6.9"
"Natural Selection",35000000,"6.4"
"The Bank",35000000,"6.5"
"Don't Blink",35000000,"6.8"
"God of Vampires",35000000,"3.9"
"Eva",35000000,"6.6"
"The Other City",35000000,"6.6"
"Shanghai Calling",35000000,"6.2"
"Jimmy Carter Man from Plains",35000000,"7.2"
"Trafficked",35000000,"5.8"
"Father of My Children",35000000,"6.8"
"The Brand New Testament",35000000,"7.1"
"Is That a Gun in Your Pocket?",35000000,"4.9"
"Ema",35000000,"6.7"
"Four Samosas",35000000,"5.6"
"The Lost Skeleton of Cadavra",35000000,"6.8"
"In the Shadow of Women",35000000,"6.5"
"The Proposal",35000000,"6.6"
"In the Fade",35000000,"7.1"
"Do I Sound Gay?",35000000,"6"
"Have a Nice Day",35000000,"6.5"
"Chop Suey",35000000,"6.6"
"Grandmaster",35000000,"6.9"
"Happy People: A Year in the Taiga",35000000,"7.7"
"Interview with the Assassin",35000000,"6.5"
"Splinter",35000000,"4.7"
"The Sea Is Watching",35000000,"7"
"For Ahkeem",35000000,"6.8"
"Nurse Unseen",35000000,"8.8"
"Take Out",35000000,"7.1"
"She's Beautiful When She's Angry",35000000,"7.8"
"The Gutter",35000000,"5.4"
"Charm City",35000000,"7.4"
"Alien Abduction",35000000,"4.9"
"Splinterheads",35000000,"5.8"
"A Jihad for Love",35000000,"6.4"
"Walking on Dead Fish",35000000,"8.2"
"Al Franken: God Spoke",35000000,"6.3"
"On My Way",35000000,"6.4"
"Crips and Bloods: Made in America",35000000,"6.8"
"Seven Days",35000000,"6.6"
"Funny Ha Ha",35000000,"6.4"
"Ten",35000000,"7.4"
"Izzy Gets the Fuck Across Town",35000000,"5.6"
"Dancing in Jaffa",35000000,"6.9"
"Citizen K",35000000,"7.2"
"Harold",35000000,"5.4"
"Tread",35000000,"7.1"
"The Grocer's Son",35000000,"7"
"RV: Resurrected Victims",35000000,"5.6"
"Suicide Killers",35000000,"6.4"
"The Fits",35000000,"6.6"
"Beautiful Losers",35000000,"7"
"Unrest",35000000,"7.5"
"Off the Lip",35000000,"5.5"
"Chooch",35000000,"4.3"
"Water Drops on Burning Rocks",35000000,"6.7"
"Sollers Point",35000000,"5.7"
"Poultrygeist: Night of the Chicken Dead",35000000,"6"
"Little Joe",35000000,"5.8"
"My Journey Through French Cinema",35000000,"7.7"
"iMordecai",35000000,"5.7"
"Walking on Water",35000000,"6.9"
"Loggerheads",35000000,"7.2"
"The Third Murder",35000000,"6.7"
"Two Men Went to War",35000000,"6.6"
"Shadow Dancer",35000000,"6.2"
"I Am a Sex Addict",35000000,"6"
"Shade",35000000,"6.3"
"Call of the Wild",35000000,"5.3"
"Love the Hard Way",35000000,"6.3"
"Nam June Paik: Moon Is the Oldest TV",35000000,"6.9"
"The Comedian",35000000,"5.8"
"Detachment",35000000,"7.7"
"Killshot",35000000,"6"
"Kurt Cobain About a Son",35000000,"7.2"
"Special Forces",35000000,"6.3"
"From Embers",35000000,"4.8"
"Time and Tide",35000000,"6.7"
"Le cas Pinochet",35000000,"7.3"
"The We and the I",35000000,"6.1"
"I Am Trying to Break Your Heart",35000000,"7.4"
"The Cremaster Cycle",35000000,"7"
"In Search of Fellini",35000000,"6.2"
"Renaissance",35000000,"6.6"
"Ever Again",35000000,"6.3"
"13 Tzameti",35000000,"7.3"
"Everyone Else",35000000,"6.6"
"Election 2",35000000,"7.4"
"Unwelcome",35000000,"5.4"
"About Hope",35000000,"5.3"
"Fados",35000000,"7.1"
"David Lynch: The Art Life",35000000,"7.2"
"51 Birch Street",35000000,"7.3"
"Carmen",35000000,"5.7"
"Scandalous: The True Story of the National Enquirer",35000000,"6.4"
"Thelma",35000000,"6.9"
"32 Sounds",35000000,"7.5"
"An Elephant Sitting Still",35000000,"7.8"
"Midnight Diner",35000000,"5.3"
"Napping Princess",35000000,"6.3"
"Very Annie Mary",35000000,"6.6"
"Tiger Eyes",35000000,"6.2"
"Garden Party",35000000,"5.5"
"The Sun Behind the Clouds: Tibet's Struggle for Freedom",35000000,"6.6"
"Sleeping Dogs Lie",35000000,"5.9"
"Disturbing the Peace",35000000,"7.5"
"I Wish",35000,"7.3"
"Hara-Kiri: Death of a Samurai",35000,"7.3"
"Poor Boy",35000,"4.1"
"Ex Libris",35000,"7.4"
"Taxi to the Dark Side",35000,"7.5"
"Not Forgotten",340000000,"4.7"
"Rolling",34000000,"5.4"
"Boogie Man: The Lee Atwater Story",34000000,"7.6"
"Bronson",34000000,"7"
"Extraction",34000000,"4.1"
"Dev.D",34000000,"7.9"
"Once Upon a Time in Anatolia",34000000,"7.8"
"O Fantasma",34000000,"5.7"
"Inheritance to Love",34000000,"9.2"
"Dark Streets",34000000,"4.4"
"Frontera",34000000,"6.6"
"The African Desperate",34000000,"5.6"
"The Tag Along: Devil Fish",34000000,"5.2"
"Saint Misbehavin': The Wavy Gravy Movie",335000,"7.6"
"Venus and Serena",33100000,"6.5"
"Godard Mon Amour",33000000,"6.6"
"Days of Glory",33000000,"7"
"Stoked: The Rise and Fall of Gator",33000000,"7.1"
"Manito",33000000,"6.6"
"Pauly Shore Is Dead",33000000,"4.4"
"The Alphabet Killer",33000000,"5.2"
"Kajolrekha",33000000,"6.3"
"The Mostly Unfabulous Social Life of Ethan Green",33000000,"6.1"
"We Broke Up",33000000,"5.2"
"The Night",33000000,"5.5"
"Sputnik",33000000,"6.4"
"Marina Abramovic: The Artist Is Present",33000000,"7.8"
"Katyn",33000000,"7"
"13B: Fear Has a New Address",33000000,"7.4"
"Rails & Ties",33000000,"6.7"
"Flannel Pajamas",33000000,"5.9"
"Momma's Man",33000000,"6.1"
"Don't Move",33000000,"7"
"The Killer Inside Me",33000000,"6.1"
"The Samuel Project",33000000,"7.6"
"Suitable Flesh",33000000,"5.4"
"The Tribe",325000,"7"
"The Mudge Boy",321000000,"7.1"
"Hideaway",320000000,"6.4"
"All Dirt Roads Taste of Salt",32500000,"5.9"
"Cat Daddies",32500000,"7.1"
"Dragon",32000000,"7"
"Battle for Brooklyn",32000000,"7.1"
"The Devil Came on Horseback",32000000,"7.6"
"Kings of the Evening",32000000,"6.1"
"Cruel World",32000000,"3.7"
"Borstal Boy",32000000,"6.8"
"The Girl",32000000,"6.2"
"Sleep",32000000,"6.6"
"Steal a Pencil for Me",32000000,"7.5"
"Chocolate",32000000,"6.9"
"My Scientology Movie",32000000,"6.6"
"José",32000000,"6.6"
"Terror's Advocate",32000000,"7.1"
"Alcarràs",32000000,"7"
"Who You Think I Am",32000000,"6.8"
"Manglehorn",32000000,"5.5"
"Science Fair",32000000,"7.5"
"Danny Says",32000000,"6.8"
"A Fond Kiss",32000000,"7.1"
"The Heart of the Game",32000000,"7.6"
"CatVideoFest",32000000,"5.2"
"A Tuba to Cuba",32000000,"7.2"
"Distant",32000000,"7.5"
"Let the Bullets Fly",32000000,"7.3"
"Jeruzalem",32000000,"4.8"
"Live Freaky Die Freaky",32000000,"4.8"
"The Chef",32000000,"6.6"
"Love After Love",32000000,"5.5"
"Ryuichi Sakamoto: Opus",32000000,"8.1"
"Wakefield",32000000,"6.3"
"Chicken with Plums",317000000,"7"
"The Heiresses",31500000,"6.6"
"Nursery University",31000000,"6.7"
"Lemming",31000000,"6.7"
"Cet amour-là",31000000,"6.2"
"Desolation",31000000,"4.2"
"America's Burning",31000000,"6.6"
"Perfect Opposites",31000000,"5.5"
"God Help the Girl",31000000,"6.4"
"3 Backyards",31000000,"5"
"The Mill and the Cross",31000000,"6.9"
"Into Great Silence",31000000,"7.3"
"Queen of Earth",31000000,"6.2"
"Legend of the Fist: The Return of Chen Zhen",31000000,"6.2"
"Porcelain War",300000000,"7.1"
"Caesar and Otto's Summer Camp Massacre",300000000,"3.5"
"Zilla and Zoe",300000000,"4.8"
"Vision - Aus dem Leben der Hildegard von Bingen",300000,"6.5"
"April and the Extraordinary World",300000,"7.2"
"The Mesmerist",300000,"4.9"
"Full of It",300000,"5.5"
"Downtown 81",300000,"6.9"
"Free Chol Soo Lee",300000,"7.1"
"Boarding Gate",300000,"5.1"
"Committed",300000,"5.1"
"Breakfast with Scot",300000,"6.7"
"After Freedom",300000,"6.5"
"12 and Holding",300000,"7.4"
"Derrida",300000,"6.5"
"Lagerfeld Confidential",300000,"6.6"
"A Woman's Life",300000,"6.4"
"Claire's Camera",300000,"6.4"
"Just a Sigh",300000,"6.4"
"Gentlemen Broncos",300000,"6.2"
"Itty Bitty Titty Committee",300000,"5.4"
"One Track Heart: The Story of Krishna Das",300000,"7.1"
"Flipside",300000,"7.1"
"My Dog Tulip",300000,"6.8"
"Familiar Strangers",300000,"5.6"
"April's Shower",300000,"5"
"Streetballers",300000,"5.6"
"What Love Is",300000,"5.3"
"12:08 East of Bucharest",300000,"7.3"
"The Sun",300000,"7.3"
"Living Is Easy with Eyes Closed",300000,"7"
"Kill Me, Deadly",30200000,"7.2"
"Love Forecast",30100000,"6.2"
"Cold Comes the Night",30000000,"5.7"
"The Last Princess",30000000,"7.1"
"King Cobra",30000000,"5.6"
"Serious Moonlight",30000000,"5.3"
"Halston",30000000,"7.1"
"Terribly Happy",30000000,"6.7"
"King of the Jungle",30000000,"5.8"
"Memoir of War",30000000,"6.3"
"Four Seasons Lodge",30000000,"7.4"
"Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb",30000000,"8.1"
"Boesman and Lena",30000000,"5.7"
"Lbs.",30000000,"6.9"
"Disorder",30000000,"6.2"
"An American Affair",30000000,"6.1"
"Hannah",30000000,"5.9"
"The Other One",30000000,"6.4"
"Golden Exits",30000000,"5.7"
"Out of Blue",30000000,"4.8"
"Django",30000000,"6.4"
"In the Summers",30000000,"6.5"
"Brooklyn Lobster",30000000,"6.3"
"Stefan Zweig: Farewell to Europe",30000000,"6.7"
"Wondrous Oblivion",30000000,"7.1"
"13 Minutes",30000000,"7"
"Emoticon ;)",30000000,"5.3"
"Barefoot",30000000,"6.5"
"3 Hearts",30000000,"5.9"
"Journey's End",30000000,"6.7"
"Enlighten Up!",30000000,"6.4"
"The Gift",30000000,"6.7"
"Diminished Capacity",30000000,"5.5"
"Hero Mode",30000000,"4.5"
"Boys Life 4: Four Play",30000000,"6.4"
"Person to Person",30000000,"5.7"
"End Game",30000000,"6.2"
"District 13: Ultimatum",30000000,"6.5"
"Being Charlie",30000000,"6.2"
"Microbe & Gasoline",30000000,"6.7"
"Union",30000000,"4.6"
"The Duke of Burgundy",30000000,"6.5"
"Finishing the Game",30000000,"5.8"
"Let the Corpses Tan",30000000,"6.2"
"Bush's Brain",30000000,"6.7"
"The Go-Getter",30000000,"6.5"
"Forty Shades of Blue",30000000,"6.1"
"Pete Seeger: The Power of Song",30000000,"8.4"
"Silent Light",30000000,"7.2"
"Ghost Stories",30000000,"6.4"
"Empathy",30000000,"6.3"
"Moolaadé",30000000,"7.6"
"Ice Dragon: Legend of the Blue Daisies",30000000,"4"
"Confetti",30000000,"7.4"
"Prince of Broadway",30000000,"7"
"Kill Zone 2",30000000,"6.7"
"Juan of the Dead",30000000,"6.4"
"A Glimpse Inside the Mind of Charles Swan III",30000000,"4.6"
"James White",30000000,"7.1"
"I'll Believe You",30000000,"5.4"
"Hunter Hunter",30000000,"6.4"
"DIG! XX",30000000,"7.9"
"I'm Going Home",30000000,"6.8"
"Neil Young Journeys",30000000,"6.5"
"Holler",30000000,"6.2"
"The B-Side",30000000,"6.7"
"12",30000000,"7.5"
"Hobo with a Shotgun",30000000,"6.1"
"Remembering Heaven",30000000,"6.9"
"Streit's: Matzo and the American Dream",30000000,"7.7"
"Day Zero",30000000,"5.9"
"Festival Express",30000000,"7.5"
"Close Call",30000000,"4"
"The Innocent",30000000,"6.6"
"Examined Life",30000000,"7"
"Invisible Beauty",30000000,"7.4"
"Khosla Ka Ghosla!",30000000,"8.2"
"Intimate Stories",30000000,"7.4"
"A Four Letter Word",30000000,"5.3"
"Tragedy Girls",30000000,"6"
"The Dog Wedding",30000000,"7.6"
"Sympathy for the Devil",30000000,"7.5"
"The Chaperone",30000000,"6.6"
"Shahid",30000000,"8.2"
"Islam: What the West Needs to Know",30000000,"6.6"
"360",30000000,"6.1"
"Beware of Mr. Baker",30000000,"7.6"
"Midnight's Children",30000000,"6.2"
"Alive and Kicking",30000000,"7.2"
"The Ground Truth",30000000,"7.5"
"Free the Mind",30000000,"6.3"
"Ballets Russes",30000000,"7.9"
"Dans Paris",30000000,"6.3"
"Time to Choose",30000000,"7.4"
"The God Committee",30000000,"5.8"
"Uncharitable",30000000,"8.5"
"Mystery of the Kingdom of God",30000000,"1.5"
"The Challenger",30000000,"5.5"
"Woodshock",30000000,"4.2"
"Clash",30000000,"5.9"
"Bitch Slap",30000000,"4.5"
"The War Tapes",30000000,"7.2"
"The Divine Move 2: The Wrathful",30000000,"6.4"
"Love in Kilnerry",30000000,"5.6"
"Bigger Than the Sky",30000000,"5.9"
"Yossi",30000000,"7"
"Tiny Times",30000000,"3.3"
"Nora",30000000,"5.9"
"The Novice",30000000,"6.5"
"Nico, 1988",30000000,"6.7"
"I Want Someone to Eat Cheese With",30000000,"6.1"
"The Innocents",30000000,"7"
"Games People Play: New York",30000000,"4.5"
"Making Waves: The Art of Cinematic Sound",30000000,"7.6"
"Always and Forever",30000000,"4.2"
"Face",30000000,"5.6"
"The Real Dirt on Farmer John",30000000,"7.4"
"The Good Night",30000000,"5.7"
"Fuel",30000000,"7.4"
"The Blackcoat's Daughter",30000000,"5.9"
"The Garden of Eden",30000000,"5.3"
"Beautiful Darling",30000000,"7.3"
"The Flower of Evil",30000000,"6.4"
"Bel Canto",30000000,"5.5"
"The Human Centipede (First Sequence)",30000000,"4.4"
"The Dog",30000000,"6.7"
"Mississippi Grind",30000000,"6.4"
"A Woman in Berlin",30000000,"7"
"Baby Ruby",30000000,"4.7"
"Until Forever",30000000,"6.3"
"Keep the Change",30000000,"6.5"
"The Yes Men Are Revolting",30000000,"6.7"
"John Dies at the End",30000000,"6.3"
"Rojo",30000000,"6.3"
"The Lost Leonardo",30000000,"7.5"
"Whensday",30000000,"7.2"
"The Clan",30000000,"6.9"
"Jake's Corner",30000000,"5.8"
"Blind",30000000,"5.8"
"Ktown Cowboys",30000000,"6.1"
"Julia",30000000,"7"
"Abacus: Small Enough to Jail",30000000,"7.1"
"Six Dance Lessons in Six Weeks",30000000,"6.6"
"Lovely Molly",30000000,"5.3"
"Better Watch Out",30000000,"6.5"
"Mary Shelley",30000000,"6.4"
"Polina",30000000,"6.7"
"The End of Poverty?",30000000,"7.4"
"Campfire",30000000,"7"
"Lila dit ça",30000000,"6.8"
"Other People's Children",30000000,"6.8"
"Dorian Blues",30000000,"6.7"
"This Is Not a Film",30000000,"7.4"
"Disgrace",30000000,"6.5"
"The Princess Blade",30000000,"5.6"
"Keep the River on Your Right: A Modern Cannibal Tale",30000000,"6.8"
"Tai Chi Hero",30000000,"6.1"
"Guardian Angel",30000000,"6.5"
"Medicine for Melancholy",30000000,"6.6"
"Take Every Wave: The Life of Laird Hamilton",30000000,"7.4"
"The Gleaners & I",30000000,"7.7"
"Alan Partridge",30000000,"6.9"
"Neighboring Sounds",30000000,"7.1"
"London",30000000,"6.3"
"Heal",30000000,"7"
"How to Talk to Girls at Parties",30000000,"5.7"
"Heading Home: The Tale of Team Israel",30000000,"6.3"
"Fateless",30000000,"7"
"Partir",30000000,"6.3"
"The Business of Fancydancing",30000000,"6.6"
"The Talent Given Us",30000000,"5.7"
"Cavite",30000000,"6"
"Prassthanam",30000000,"5.8"
"Tarnation",30000000,"7.1"
"CornerStore",30000000,"7.2"
"Still Life",30000000,"7.3"
"We're All Going to the World's Fair",30000000,"5.4"
"El Bulli: Cooking in Progress",30000000,"6.3"
"Video Games: The Movie",30000000,"6.1"
"Cameraperson",30000000,"7.4"
"Standing Still",30000000,"5.6"
"Eva Hesse",30000000,"7.1"
"Women in Trouble",30000000,"5.6"
"Ahead of Time: The Extraordinary Journey of Ruth Gruber",30000000,"7.9"
"Declaration of War",30000000,"7"
"En el séptimo día",30000000,"7.1"
"On Becoming a Guinea Fowl",30000000,"7.2"
"Chrystal",30000000,"6.5"
"Me Without You",30000000,"6.7"
"2 Brothers & a Bride",30000000,"6"
"Service",30000000,"6.1"
"Ryuichi Sakamoto: Coda",30000000,"7.6"
"Hotel",30000000,"4.1"
"Swallow",30000000,"6.5"
"Randy and the Mob",30000000,"5.8"
"Attack on Titan: Part 2",30000000,"4.7"
"Twentynine Palms",30000000,"5.1"
